Time,X,Y,Z,R,Theta,Phi,label
6.7502351,-0.501585,9.090784,3.796007,9.86426,67.367172,93.158104,MALO
6.759964,-0.317232,9.076419,4.242526,10.024023,64.960953,92.00174,MALO
6.7699718,-0.250194,8.969876,3.819949,9.752604,66.940613,91.597717,MALO
6.7801061,-0.252588,8.941146,3.423708,9.577561,69.054985,91.618179,MALO
6.790854,-0.354342,9.006987,3.627216,9.716381,68.080147,92.252899,MALO
6.8002939,-0.557849,9.066842,3.655946,9.792077,68.077164,93.52076,MALO
6.8109355,-0.756568,9.03452,3.476381,9.709798,69.020851,94.786888,MALO
6.8199668,-0.839168,9.035717,3.44765,9.707455,69.19706,95.305969,MALO
6.830122,-0.799663,9.107543,3.38181,9.747997,69.700737,95.017838,MALO
6.8407102,-0.826,9.153033,3.314772,9.76975,70.166412,95.156593,MALO
6.8501716,-0.925359,9.127894,3.294421,9.748229,70.247925,95.788696,MALO
6.8611169,-1.01993,9.093178,3.351882,9.744806,69.88131,96.399796,MALO
6.8704219,-0.990002,9.077616,3.533842,9.791387,68.843704,96.224068,MALO
6.8800931,-0.88346,9.101558,3.672705,9.85432,68.117767,95.544159,MALO
6.8901095,-0.727837,9.181764,3.742137,9.941736,67.88871,94.532349,MALO
6.9000769,-0.621295,9.321824,3.76967,10.074365,68.026085,93.813095,MALO
6.910665,-0.23104,9.503783,3.763685,10.22451,68.401253,91.392609,MALO
6.9211488,0.905008,10.546458,3.845088,11.26195,70.036407,85.095375,MALO
6.930057,0.483629,10.505757,3.94325,11.231833,69.446732,87.364273,MALO
6.9404469,-0.420182,9.860519,3.817555,10.582066,68.853302,92.440048,MALO
6.9501376,-1.159991,9.249998,3.720589,10.037472,68.243057,97.147827,MALO
6.9602947,-1.50715,8.866926,3.693056,9.722785,67.676521,99.646614,MALO
6.9701109,-1.374272,8.643068,3.678691,9.493367,67.200897,99.034554,MALO
6.9804568,-1.04866,8.662222,3.848679,9.536567,66.19841,96.902718,MALO
6.9902139,-0.723049,8.880095,3.973178,9.755256,65.965546,94.654961,MALO
7.0000267,-0.639252,9.124303,3.895366,9.941601,66.931908,94.007614,MALO
7.0100656,-0.684742,9.301474,3.76967,10.059657,67.992279,94.21032,MALO
7.0208459,-0.548272,9.343372,3.766079,10.088735,68.080994,93.358284,MALO
7.0308447,-0.325611,9.209297,3.89776,10.005485,67.072731,92.024956,MALO
7.0409126,-0.289698,9.030929,4.033033,9.894794,65.946381,91.837334,MALO
7.0520916,-0.616507,8.827422,3.992331,9.707841,65.716736,93.995049,MALO
7.0652242,-0.732626,8.844181,3.775656,9.644265,66.952614,94.735397,MALO
7.0802894,-0.845153,8.832211,3.739743,9.628494,67.144791,95.465981,MALO
7.0899596,-0.845153,8.832211,3.739743,9.628494,67.144791,95.465981,MALO
7.1000109,-0.647632,8.859743,3.828329,9.673188,66.68618,94.180786,MALO
7.1100359,-0.568623,8.921992,3.896563,9.752357,66.44989,93.646683,MALO
7.12005,-0.526724,8.950723,3.87741,9.768683,66.614075,93.367805,MALO
7.130312,-0.53271,8.929175,3.764882,9.705066,67.174263,93.414192,MALO
7.1399646,-0.629675,8.943541,3.954024,9.798863,66.201668,94.027298,MALO
7.1507177,-0.766145,8.981848,3.904943,9.823907,66.5784,94.875481,MALO
7.1599851,-0.816423,8.913613,3.829526,9.735723,66.837029,95.233276,MALO
7.170136,-0.788889,8.820239,3.824737,9.646117,66.640106,95.110985,MALO
7.1824994,-0.676362,8.784326,3.879804,9.626771,66.232742,94.402885,MALO
7.1958075,-0.316035,8.932767,3.956418,9.774837,66.124199,92.026237,MALO
7.2106009,-0.081403,9.052477,3.954024,9.878677,66.405663,90.515205,MALO
7.2201285,-0.034716,9.241618,3.922899,10.039813,66.999802,90.215233,MALO
7.2304091,0.061052,9.215282,3.937265,10.021338,66.865677,89.620415,MALO
7.2400646,-0.089783,9.068039,3.946841,9.890144,66.480064,90.567268,MALO
7.2501178,-0.426168,8.916007,3.835511,9.715345,66.747185,92.736542,MALO
7.260098,-0.818817,8.838196,3.849876,9.675005,66.551796,95.293076,MALO
7.270112,-0.932542,8.853758,3.746926,9.659095,67.175056,96.012634,MALO
7.2799597,-0.793678,8.950723,3.661932,9.703356,67.828011,95.067276,MALO
7.2903991,-0.559046,9.132683,3.70383,9.871007,67.961899,93.502922,MALO
7.3001294,-0.430956,9.235633,3.815161,10.001904,67.576881,92.671616,MALO
7.3099227,-0.241814,9.31105,3.927688,10.108456,67.135399,91.487679,MALO
7.3206491,-0.216675,9.248801,4.022259,10.087906,66.501762,91.342049,MALO
7.3302107,-0.35913,9.089587,4.060566,9.961816,65.945023,92.262581,MALO
7.3400946,-0.508768,8.955511,4.084508,9.856127,65.517639,93.251511,MALO
7.3500018,-0.530316,8.834604,4.086902,9.74855,65.213905,93.435181,MALO
7.3600039,-0.323217,8.728063,4.115633,9.655153,64.769379,92.120804,MALO
7.3703384,-0.373495,8.841787,4.264073,9.823391,64.273651,92.418854,MALO
7.3813977,-0.355539,8.844181,4.074931,9.744281,65.279823,92.302071,MALO
7.3901291,-0.407014,8.858546,4.101267,9.770358,65.180161,92.630661,MALO
7.400003,-0.608127,8.844181,4.132392,9.780901,65.007729,93.933472,MALO
7.4100928,-0.691924,8.816648,4.091691,9.744432,65.1717,94.487335,MALO
7.4206614,-0.505177,8.912416,4.070143,9.810832,65.489365,93.244186,MALO
7.4301972,-0.287304,8.937555,3.985149,9.789988,65.979485,91.841179,MALO
7.440002,-0.062249,8.921992,3.863045,9.722599,66.58886,90.39975,MALO
7.4506607,0.070629,8.945934,3.784036,9.713581,67.072792,89.547653,MALO
7.4602995,0.055067,9.010578,3.790021,9.775368,67.187828,89.649849,MALO
7.4703736,-0.122104,9.090784,3.909731,9.896629,66.730476,90.769531,MALO
7.4808059,-0.302867,9.107543,3.98874,9.947317,66.360138,91.90464,MALO
7.4909368,-0.310049,9.066842,3.989937,9.910769,66.260056,91.958519,MALO
7.5000086,-0.253785,9.052477,4.009091,9.903765,66.121109,91.605858,MALO
7.5100946,-0.227449,9.108741,4.036624,9.965703,66.105637,91.430405,MALO
7.5200377,-0.354342,9.052477,3.96001,9.887091,66.389107,92.241592,MALO
7.5300446,-0.456095,9.053674,3.933673,9.881843,66.542366,92.883942,MALO
7.5413675,-0.573411,9.023746,3.993528,9.884588,66.17054,93.635956,MALO
7.550559,-0.581791,8.985439,4.06296,9.878473,65.713829,93.704628,MALO
7.5604348,-0.602142,8.965088,4.056975,9.858723,65.700195,93.842506,MALO
7.5699859,-0.566229,9.051279,3.986346,9.906424,66.27169,93.579636,MALO
7.5800657,-0.496797,9.166202,3.952827,9.994543,66.702934,93.102325,MALO
7.5900617,-0.509965,9.156625,3.939659,9.98122,66.752289,93.187714,MALO
7.6000719,-0.480037,9.156625,3.910928,9.96843,66.900352,93.000992,MALO
7.6098685,-0.436942,9.156625,3.998317,10.001061,66.434998,92.732002,MALO
7.6198082,-0.542287,9.08001,4.040215,9.95309,66.05085,93.417824,MALO
7.6299295,-0.666785,9.006987,4.012682,9.882915,66.044807,94.233871,MALO
7.6398659,-0.719458,9.039309,3.879804,9.863042,66.835777,94.550697,MALO
7.6498919,-0.584185,9.099164,3.915717,9.923149,66.758705,93.67347,MALO
7.6599679,-0.477643,9.120711,3.981557,9.963348,66.445549,92.997787,MALO
7.6702528,-0.415394,9.056067,3.971981,9.897552,66.339943,92.626266,MALO
7.6800261,-0.363919,9.069236,3.890578,9.875225,66.798027,92.297859,MALO
7.689908,-0.420182,9.033323,3.871424,9.836941,66.823822,92.663177,MALO
7.6999779,-0.568623,8.953117,3.858256,9.765643,66.728745,93.634041,MALO
7.7100048,-0.794875,8.959103,3.50152,9.651838,68.728813,95.070152,MALO
